,Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture)
4097,258.69,0.0,90.06,135.06,9.38,928.38,872.67
4098,366.66,0.0,0.0,154.44,0.0,1132.45,844.81
4099,428.62,0.0,0.0,217.38,0.0,937.43,633.82
4100,187.48,165.85,0.0,139.52,7.91,1000.12,824.02
4101,337.9,0.0,93.26,226.06,0.0,992.52,706.02
4102,184.15,143.05,0.0,149.13,0.0,1126.71,846.65
4103,406.48,0.0,0.0,223.84,0.0,945.51,648.52
4104,241.97,0.0,87.02,229.38,0.0,951.29,784.58
4105,320.99,0.0,0.0,197.01,0.0,908.55,821.6
4106,246.78,0.0,70.69,142.6,0.0,891.66,871.48
4107,425.96,0.0,0.0,260.71,0.0,972.64,815.09
4108,369.0,0.0,0.0,152.05,0.0,1148.76,807.28
4109,399.35,0.0,0.0,187.01,0.0,947.31,900.25
4110,218.96,130.54,0.0,126.78,7.52,1135.1,880.7
4111,364.27,0.0,0.0,154.29,0.0,987.38,897.07
4112,292.67,0.0,115.62,180.61,0.0,1023.9,690.27
4113,381.64,0.0,0.0,222.09,0.0,1095.65,752.95
4114,439.58,0.0,0.0,305.07,0.0,806.43,705.23
4115,225.4,0.0,96.06,107.55,9.7,970.87,888.36
4116,329.25,0.0,0.0,202.23,0.0,914.28,821.6
4117,397.88,0.0,0.0,179.92,0.0,1000.11,771.06
4118,375.09,0.0,0.0,183.09,0.0,881.25,817.91
4119,309.84,0.0,0.0,201.32,0.0,1079.93,726.71
4120,271.06,151.34,0.0,168.89,6.63,977.76,854.91
4121,356.38,0.0,0.0,149.83,0.0,1081.89,853.72
4122,439.75,0.0,0.0,148.13,5.36,975.11,774.29
4123,199.29,113.68,0.0,201.19,0.0,917.93,823.02
4124,300.08,0.0,121.22,281.1,0.0,888.43,733.16
4125,206.83,205.12,0.0,134.98,7.87,1085.86,810.03
4126,408.97,0.0,0.0,258.23,0.0,973.04,682.86
4127,227.99,179.08,0.0,175.34,0.0,1106.23,782.35
4128,373.32,0.0,0.0,185.26,0.0,1019.8,820.85
4129,188.45,112.76,0.0,195.53,0.0,962.78,815.3
4130,250.62,0.0,82.26,121.22,7.78,941.65,852.31
4131,403.41,0.0,0.0,131.1,7.37,1140.89,776.38
4132,389.42,0.0,0.0,168.29,0.0,989.64,847.21
4133,437.99,0.0,0.0,261.4,0.0,946.86,844.16
4134,351.17,0.0,0.0,214.19,0.0,832.05,831.3
4135,262.01,159.61,0.0,143.14,9.34,1015.15,903.68
4136,300.75,149.19,0.0,256.89,0.0,888.03,783.53
4137,241.44,113.51,0.0,138.14,7.05,1028.13,805.23
4138,170.68,164.36,0.0,190.56,0.0,1053.88,712.42
4139,421.36,0.0,0.0,227.91,0.0,893.49,683.88
4140,418.01,0.0,0.0,192.11,0.0,867.04,833.73
4141,367.81,0.0,0.0,197.41,0.0,894.82,847.7
4142,331.21,0.0,86.45,265.14,0.0,917.45,730.74
4143,208.78,192.65,0.0,134.99,9.29,1128.31,794.26
4144,332.81,0.0,90.58,130.93,9.46,1120.77,815.66
4145,313.04,0.0,0.0,203.46,0.0,1064.47,788.64
4146,364.5,0.0,0.0,120.64,7.23,1105.77,805.07
4147,379.53,0.0,0.0,249.6,0.0,926.78,908.65
4148,438.65,0.0,0.0,198.87,0.0,958.52,793.98
4149,283.69,0.0,115.62,182.0,0.0,870.75,762.63
4150,379.74,0.0,0.0,151.12,9.24,912.49,784.9
4151,280.05,130.3,0.0,163.94,8.33,947.89,804.15
4152,199.59,177.37,0.0,138.37,6.08,898.46,822.47
4153,261.65,0.0,75.31,232.65,0.0,969.54,734.29
4154,354.67,0.0,91.19,189.52,0.0,956.7,892.3
4155,302.77,0.0,0.0,171.48,0.0,1203.28,802.38
4156,271.69,165.78,0.0,218.92,0.0,951.11,754.2
4157,246.74,145.29,0.0,150.19,8.2,1054.24,750.66
4158,334.99,0.0,0.0,231.34,0.0,1057.88,785.75
4159,310.25,0.0,115.18,186.55,0.0,936.76,806.01
4160,384.71,0.0,0.0,206.8,0.0,979.99,715.29
4161,428.94,0.0,0.0,287.71,0.0,791.09,773.01
4162,360.63,0.0,0.0,230.18,0.0,917.84,792.58
4163,228.89,129.86,0.0,175.2,0.0,1121.63,819.09
4164,208.55,198.69,0.0,157.88,5.79,1074.04,830.78
4165,311.12,0.0,88.2,159.57,8.29,1010.15,763.57
4166,437.26,0.0,0.0,227.23,0.0,964.18,647.24
4167,259.69,160.03,0.0,263.82,0.0,978.01,716.24
4168,196.58,183.89,0.0,221.79,0.0,906.74,837.82
4169,339.08,0.0,0.0,149.88,0.0,1044.01,860.7
4170,379.89,0.0,0.0,214.01,0.0,974.17,841.92
4171,240.73,0.0,97.81,166.57,0.0,998.52,724.58
4172,227.74,129.78,0.0,242.98,0.0,1056.38,791.01
4173,410.43,0.0,0.0,190.34,0.0,1024.88,704.87
4174,309.84,0.0,114.91,238.51,0.0,811.31,740.25
4175,221.0,173.54,0.0,174.18,0.0,994.6,715.63
4176,417.18,0.0,0.0,127.39,7.46,886.21,847.94
4177,393.05,0.0,0.0,208.15,0.0,1011.56,827.54
4178,272.95,151.6,0.0,179.52,0.0,905.68,833.42
4179,198.1,168.95,0.0,185.86,0.0,1102.22,776.59
4180,216.49,151.25,0.0,212.06,0.0,1090.31,794.62
4181,278.19,0.0,74.67,222.82,0.0,924.43,798.23
4182,407.28,0.0,0.0,277.98,0.0,798.16,797.83
4183,199.99,121.44,0.0,112.63,6.33,1202.19,835.34
4184,418.22,0.0,0.0,262.88,0.0,880.6,873.76
4185,262.89,0.0,98.11,206.16,0.0,915.41,888.07
4186,404.28,0.0,0.0,260.32,0.0,1020.99,699.85
4187,251.6,0.0,85.36,202.2,0.0,1000.63,712.46
4188,238.34,0.0,88.49,122.3,7.07,1015.03,767.68
4189,178.17,150.94,0.0,192.95,0.0,970.98,931.73
4190,299.47,0.0,109.93,210.62,0.0,923.15,813.26
4191,430.79,0.0,0.0,292.98,0.0,977.84,663.97
4192,426.27,0.0,0.0,252.23,0.0,855.32,712.9
4193,187.58,164.05,0.0,195.26,0.0,986.33,793.58
4194,351.57,0.0,0.0,236.98,0.0,925.62,791.53
4195,448.58,0.0,0.0,155.9,8.98,1042.0,770.16
4196,276.18,0.0,100.98,142.76,9.69,1006.28,941.9
4197,240.07,0.0,95.92,159.87,0.0,1102.03,808.95
4198,416.2,0.0,0.0,287.16,0.0,891.1,718.25
4199,179.16,170.5,0.0,189.3,0.0,847.66,824.23
4200,310.07,0.0,108.94,163.46,5.53,1047.6,862.02
4201,201.47,105.45,0.0,192.44,0.0,1037.5,699.86
4202,449.43,0.0,0.0,138.88,6.51,1028.34,748.37
4203,447.16,0.0,0.0,292.49,0.0,857.51,857.32
4204,401.0,0.0,0.0,261.21,0.0,850.58,794.77
4205,382.48,0.0,0.0,188.88,0.0,864.21,841.71
4206,343.43,0.0,105.81,203.65,0.0,986.25,847.2
4207,243.98,157.42,0.0,249.06,0.0,950.77,791.43
4208,266.63,159.0,0.0,236.58,0.0,961.2,707.31
4209,317.77,0.0,0.0,216.24,0.0,1058.66,713.88
4210,430.52,0.0,0.0,137.63,9.81,953.81,952.6
4211,266.98,121.37,0.0,179.99,0.0,1002.48,885.38
4212,407.85,0.0,0.0,154.04,9.55,1046.12,733.76
4213,216.6,175.68,0.0,243.54,0.0,1064.58,792.63
4214,436.19,0.0,0.0,225.9,0.0,1005.92,778.36
4215,244.79,204.2,0.0,210.42,0.0,940.95,860.3
4216,278.63,163.24,0.0,159.33,6.7,912.03,791.52
4217,376.88,0.0,0.0,252.08,0.0,963.92,717.58
4218,183.12,167.83,0.0,117.98,9.45,906.55,871.35
4219,312.72,0.0,0.0,114.68,9.69,1010.51,913.54
4220,368.7,0.0,0.0,173.36,0.0,952.82,934.27
4221,254.43,0.0,69.12,126.75,8.18,1116.39,910.89
4222,322.45,0.0,96.56,188.1,0.0,1074.92,750.17
4223,288.2,0.0,111.52,274.99,0.0,945.11,635.63
4224,392.95,0.0,0.0,205.78,0.0,875.83,743.63
4225,222.89,207.45,0.0,177.99,0.0,968.29,816.51
4226,407.25,0.0,0.0,167.17,0.0,874.61,756.73
4227,400.85,0.0,0.0,129.05,5.16,975.38,763.41
4228,260.24,0.0,75.92,228.59,0.0,1025.06,900.79
4229,250.51,109.42,0.0,164.39,0.0,1046.42,885.2
4230,266.86,169.71,0.0,218.55,0.0,920.48,761.61
4231,446.07,0.0,0.0,209.59,0.0,814.67,761.72
4232,429.77,0.0,0.0,173.08,0.0,925.93,789.26
4233,438.26,0.0,0.0,149.39,7.14,951.86,806.57
4234,204.33,160.57,0.0,158.53,0.0,1014.79,826.45
4235,305.26,0.0,77.62,217.7,0.0,924.16,867.32
4236,210.11,95.12,0.0,202.41,0.0,998.63,833.54
4237,361.0,0.0,0.0,230.68,0.0,962.13,851.44
4238,283.47,0.0,107.91,196.51,0.0,1041.84,849.24
4239,287.69,124.17,0.0,268.29,0.0,917.07,801.5
4240,342.89,0.0,97.4,275.63,0.0,895.3,853.09
4241,407.52,0.0,0.0,196.57,0.0,899.43,801.39
4242,380.59,0.0,0.0,175.46,0.0,991.06,787.24
4243,434.72,0.0,0.0,286.85,0.0,956.87,777.28
4244,342.8,0.0,87.97,243.78,0.0,1019.62,790.71
4245,331.92,0.0,0.0,181.91,0.0,1011.85,788.23
4246,314.38,0.0,0.0,169.0,0.0,1015.05,807.79
4247,305.51,0.0,96.05,189.65,0.0,825.53,796.68
4248,434.53,0.0,0.0,271.93,0.0,853.72,716.32
4249,427.14,0.0,0.0,271.81,0.0,810.93,708.17
4250,419.97,0.0,0.0,260.44,0.0,934.27,868.38
4251,265.6,0.0,72.57,197.72,0.0,1012.61,690.25
4252,329.61,0.0,106.22,191.3,0.0,997.69,784.97
4253,440.42,0.0,0.0,292.08,0.0,759.09,739.75
4254,351.63,0.0,0.0,230.23,0.0,962.82,721.15
4255,219.42,0.0,91.17,107.06,8.41,1070.39,716.08
4256,245.75,203.7,0.0,155.4,8.37,950.66,940.15
4257,386.05,0.0,0.0,217.68,0.0,944.01,707.51
4258,331.68,0.0,109.95,280.14,0.0,813.23,811.93
4259,362.56,0.0,0.0,215.79,0.0,1051.16,710.66
4260,317.28,0.0,102.19,182.9,0.0,949.69,680.12
4261,253.14,0.0,80.47,231.19,0.0,1044.58,736.3
4262,439.65,0.0,0.0,300.9,0.0,790.5,757.27
4263,206.84,101.99,0.0,102.63,8.66,1068.48,970.91
4264,339.47,0.0,85.79,159.29,8.62,961.39,933.27
4265,447.7,0.0,0.0,278.64,0.0,856.32,756.68
4266,213.03,169.86,0.0,236.43,0.0,885.49,861.59
4267,226.55,167.38,0.0,137.18,6.83,1108.97,771.39
4268,334.85,0.0,0.0,146.36,0.0,969.66,829.17
4269,270.72,0.0,75.48,203.46,0.0,1016.29,905.85
4270,307.02,0.0,0.0,171.33,0.0,1047.2,875.51
4271,332.82,0.0,90.95,284.27,0.0,964.31,643.44
4272,331.17,0.0,0.0,108.95,6.85,1075.58,858.09
4273,317.43,0.0,0.0,104.57,7.3,1148.17,824.35
4274,350.7,0.0,96.18,305.93,0.0,898.0,752.19
4275,288.66,126.89,0.0,255.71,0.0,873.28,833.7
4276,422.96,0.0,0.0,146.61,9.57,1132.09,763.57
4277,186.89,163.15,0.0,128.22,8.03,1168.4,816.94
4278,218.84,157.2,0.0,240.63,0.0,1025.1,696.17
4279,215.68,122.25,0.0,113.32,5.32,1078.35,871.31
4280,386.06,0.0,0.0,182.29,0.0,1069.64,759.27
4281,282.23,137.79,0.0,128.88,9.84,884.23,819.31
4282,354.35,0.0,0.0,198.09,0.0,973.65,712.39
4283,351.92,0.0,0.0,145.68,0.0,995.86,980.05
4284,445.43,0.0,0.0,239.77,0.0,967.12,773.04
4285,271.35,145.2,0.0,212.59,0.0,908.08,829.12
4286,329.02,0.0,0.0,130.39,8.91,954.7,930.25
4287,273.09,0.0,116.07,146.84,6.41,1004.01,919.98
4288,376.01,0.0,0.0,176.56,0.0,894.0,784.86
4289,363.69,0.0,0.0,211.96,0.0,939.79,759.71
4290,398.03,0.0,0.0,127.44,5.48,892.83,858.03
4291,415.31,0.0,0.0,238.75,0.0,833.78,815.4
4292,444.69,0.0,0.0,263.85,0.0,914.01,626.98
4293,265.86,133.49,0.0,174.7,0.0,895.99,894.09
4294,407.28,0.0,0.0,283.85,0.0,922.65,657.98
4295,308.97,0.0,99.03,170.44,0.0,935.42,716.23
4296,254.74,181.09,0.0,246.07,0.0,842.69,748.71
4297,401.85,0.0,0.0,226.52,0.0,855.27,804.05
4298,286.24,0.0,73.07,237.84,0.0,1084.93,777.65
4299,397.12,0.0,0.0,221.51,0.0,967.53,775.13
4300,417.51,0.0,0.0,198.69,0.0,1064.34,766.41
4301,313.75,0.0,78.44,161.6,0.0,1020.51,762.82
4302,428.79,0.0,0.0,268.04,0.0,894.75,773.8
4303,281.2,121.83,0.0,277.31,0.0,860.73,660.23
4304,321.45,0.0,116.82,243.98,0.0,809.44,806.65
4305,344.47,0.0,101.62,202.12,0.0,887.98,789.47
4306,289.37,160.21,0.0,284.48,0.0,775.64,773.59
4307,229.74,135.37,0.0,116.63,7.14,1034.8,722.19
4308,422.48,0.0,0.0,134.89,8.98,1088.5,847.36
4309,399.92,0.0,0.0,131.81,6.58,933.35,822.02
4310,402.2,0.0,0.0,237.22,0.0,956.74,736.92
4311,385.79,0.0,0.0,153.32,9.26,937.67,787.16
4312,329.88,0.0,90.44,275.19,0.0,833.11,806.51
4313,398.63,0.0,0.0,256.33,0.0,942.31,805.35
4314,285.17,0.0,108.57,267.13,0.0,835.36,734.75
4315,394.79,0.0,0.0,229.87,0.0,861.28,792.66
4316,334.84,0.0,0.0,232.49,0.0,1095.19,812.24
4317,202.15,179.85,0.0,212.1,0.0,1007.1,768.38
4318,203.24,106.2,0.0,187.31,0.0,1143.24,854.22
4319,376.72,0.0,0.0,232.71,0.0,1047.84,700.75
4320,178.56,178.42,0.0,231.37,0.0,978.61,815.85
4321,318.78,0.0,111.42,219.14,0.0,905.28,670.65
4322,232.11,162.53,0.0,126.3,6.46,1055.08,741.81
4323,260.4,0.0,109.04,223.02,0.0,839.9,814.19
4324,266.52,167.07,0.0,148.06,7.67,902.25,722.24
4325,379.27,0.0,0.0,116.05,6.35,1062.38,855.22
4326,336.22,0.0,97.65,257.75,0.0,800.57,753.28
4327,190.19,164.3,0.0,232.52,0.0,935.1,895.33
4328,389.12,0.0,0.0,260.51,0.0,937.92,738.32
4329,435.42,0.0,0.0,294.96,0.0,959.87,807.59
4330,309.33,0.0,122.79,154.0,9.2,851.64,778.77
4331,405.73,0.0,0.0,134.56,9.35,1139.59,765.71
4332,408.55,0.0,0.0,164.76,0.0,987.58,846.82
4333,395.38,0.0,0.0,257.96,0.0,944.76,887.6
4334,383.04,0.0,0.0,124.81,5.27,1134.39,766.36
4335,224.25,207.18,0.0,187.04,0.0,980.03,686.83
4336,333.42,0.0,0.0,220.39,0.0,968.41,752.22
4337,421.81,0.0,0.0,242.52,0.0,913.37,687.44
4338,282.96,0.0,92.68,164.13,0.0,952.43,787.44
4339,302.0,0.0,0.0,117.29,8.06,1210.78,821.08
4340,280.5,0.0,88.86,131.26,9.89,1003.48,873.34
4341,415.16,0.0,0.0,273.11,0.0,781.11,753.78
4342,210.11,95.49,0.0,99.4,9.22,1028.53,1016.83
4343,331.95,0.0,94.78,285.7,0.0,806.71,752.13
4344,398.64,0.0,0.0,233.29,0.0,944.59,733.93
4345,322.97,0.0,98.41,250.79,0.0,1007.65,718.37
4346,192.52,109.25,0.0,163.81,0.0,1093.16,737.92
4347,291.24,155.81,0.0,229.3,0.0,894.35,741.6
4348,346.51,0.0,93.36,228.15,0.0,900.67,874.49
4349,261.35,0.0,79.66,146.98,0.0,972.36,881.04
4350,295.5,0.0,123.44,204.04,0.0,978.23,694.72
4351,434.11,0.0,0.0,156.23,5.81,962.03,872.86
4352,353.26,0.0,0.0,226.63,0.0,909.2,728.01
4353,444.16,0.0,0.0,213.98,0.0,801.16,800.77
4354,186.17,121.3,0.0,114.52,9.94,1147.04,916.28
4355,301.96,0.0,0.0,177.98,0.0,1017.29,734.9
4356,364.55,0.0,0.0,136.21,7.96,965.56,898.31
4357,294.59,135.67,0.0,295.62,0.0,948.88,764.13
4358,281.32,142.55,0.0,128.32,9.45,990.31,735.3
4359,332.5,0.0,99.65,223.43,0.0,819.77,733.28
4360,248.6,195.52,0.0,202.22,0.0,950.82,716.61
4361,404.72,0.0,0.0,271.12,0.0,875.82,701.15
4362,441.98,0.0,0.0,221.6,0.0,855.76,720.18
4363,204.87,171.94,0.0,151.03,0.0,1003.13,781.44
4364,242.85,114.28,0.0,131.71,8.65,1097.72,753.45
4365,291.14,0.0,110.72,125.04,8.69,1098.18,818.92
4366,387.99,0.0,0.0,174.02,0.0,1052.84,786.27
4367,409.11,0.0,0.0,223.61,0.0,914.38,892.3
4368,302.03,0.0,0.0,168.82,0.0,972.85,769.1
4369,270.1,0.0,69.82,224.69,0.0,914.94,833.09
4370,277.74,0.0,99.88,137.73,5.38,979.6,954.8
4371,207.95,195.11,0.0,198.28,0.0,1021.19,876.03
4372,207.34,193.62,0.0,259.08,0.0,990.4,826.05
4373,251.93,0.0,98.36,193.13,0.0,1012.52,871.5
4374,352.41,0.0,0.0,206.48,0.0,884.35,778.32
4375,417.1,0.0,0.0,273.76,0.0,1035.94,736.74
4376,312.51,0.0,93.51,195.3,0.0,950.1,773.95
4377,289.61,141.32,0.0,262.22,0.0,772.75,756.81
4378,312.21,0.0,82.73,138.82,5.48,968.77,945.5
4379,435.7,0.0,0.0,261.91,0.0,950.15,726.64
4380,386.82,0.0,0.0,117.25,6.86,1127.15,754.5
4381,274.05,0.0,69.93,130.07,6.84,979.81,929.69
4382,376.91,0.0,0.0,162.93,0.0,1050.64,860.91
4383,253.14,163.55,0.0,190.79,0.0,1017.39,702.35
4384,220.23,155.2,0.0,143.14,8.75,945.46,838.92
4385,406.45,0.0,0.0,140.8,7.88,967.37,802.86
4386,422.55,0.0,0.0,137.02,6.26,1025.97,735.15
4387,362.06,0.0,0.0,241.66,0.0,901.68,864.67
4388,412.75,0.0,0.0,242.55,0.0,1078.17,735.36
4389,264.95,0.0,87.35,145.85,0.0,988.75,724.81
4390,217.21,205.02,0.0,167.87,7.73,878.76,831.12
4391,434.22,0.0,0.0,133.33,8.31,1004.22,914.57
4392,300.26,0.0,96.64,138.56,6.01,1065.13,749.85
4393,402.11,0.0,0.0,194.54,0.0,930.61,702.07
4394,290.0,151.18,0.0,192.56,0.0,948.02,707.01
4395,254.86,165.36,0.0,188.03,0.0,1060.72,714.38
4396,283.78,0.0,117.61,160.91,0.0,960.43,747.53
4397,301.62,0.0,0.0,98.64,5.52,1180.86,801.39
4398,350.08,0.0,0.0,156.12,0.0,1043.16,873.51
4399,189.11,168.69,0.0,145.22,0.0,1106.17,843.98
4400,403.84,0.0,0.0,186.78,0.0,975.96,891.32
4401,243.88,169.45,0.0,160.1,6.17,1001.34,740.65
4402,329.84,0.0,0.0,230.71,0.0,1130.19,767.88
4403,412.1,0.0,0.0,149.67,9.59,1112.77,802.94
4404,305.11,0.0,113.02,175.77,0.0,1069.86,716.81
4405,240.68,204.57,0.0,239.57,0.0,996.84,725.5
4406,210.54,202.0,0.0,136.22,6.34,965.61,744.57
4407,335.48,0.0,0.0,117.91,9.34,1180.79,801.49
4408,172.63,161.39,0.0,144.06,0.0,1045.23,942.29
4409,420.51,0.0,0.0,244.65,0.0,1006.77,710.4
4410,231.42,119.42,0.0,105.36,7.24,1066.21,826.98
4411,303.94,0.0,117.84,232.01,0.0,831.75,795.3
4412,311.5,0.0,122.54,260.15,0.0,967.54,655.03
4413,219.84,184.43,0.0,178.5,0.0,1126.25,781.68
4414,309.83,0.0,128.64,219.77,0.0,1050.72,765.58
4415,199.2,117.87,0.0,169.12,0.0,1036.42,944.53
4416,327.82,0.0,99.36,204.39,0.0,844.14,825.62
4417,341.08,0.0,103.24,245.74,0.0,901.14,611.08
4418,445.55,0.0,0.0,164.56,9.8,1009.88,850.71
4419,414.92,0.0,0.0,170.51,0.0,891.67,877.83
4420,274.84,0.0,76.78,115.38,7.01,1008.02,832.8
4421,243.62,128.38,0.0,171.88,0.0,931.05,889.51
4422,333.22,0.0,0.0,146.58,0.0,906.46,816.62
4423,427.55,0.0,0.0,284.3,0.0,897.49,650.65
4424,321.55,0.0,108.48,242.25,0.0,929.56,854.95
4425,379.85,0.0,0.0,119.08,9.24,1063.8,830.2
4426,219.8,201.45,0.0,238.03,0.0,815.79,813.89
4427,247.54,0.0,85.47,126.61,6.31,1036.78,843.34
4428,310.1,0.0,85.36,224.07,0.0,1026.35,720.61
4429,198.95,180.88,0.0,261.77,0.0,917.58,668.4
4430,447.64,0.0,0.0,258.36,0.0,891.84,765.18
4431,281.63,142.57,0.0,149.26,7.46,943.55,770.11
4432,314.93,0.0,0.0,139.52,0.0,935.76,843.39
4433,323.94,0.0,93.11,135.97,7.68,1052.21,825.49
4434,436.28,0.0,0.0,131.71,6.43,960.76,795.72
4435,342.99,0.0,0.0,156.91,0.0,1051.21,822.86
4436,295.27,0.0,98.97,205.01,0.0,1062.44,765.88
4437,379.5,0.0,0.0,148.68,7.65,1015.4,820.84
4438,274.07,171.07,0.0,169.1,6.21,1033.05,706.5
4439,443.6,0.0,0.0,203.56,0.0,1051.34,725.43
4440,342.95,0.0,0.0,169.31,0.0,876.62,868.51
4441,230.85,182.13,0.0,213.6,0.0,916.09,895.28
4442,338.76,0.0,0.0,232.2,0.0,881.82,832.97
4443,225.19,127.65,0.0,191.79,0.0,863.28,812.32
4444,299.59,0.0,115.59,231.89,0.0,1077.75,764.8
4445,375.83,0.0,0.0,143.97,5.22,990.02,976.11
4446,214.23,149.08,0.0,244.57,0.0,1009.73,702.56
4447,403.71,0.0,0.0,167.9,0.0,1034.8,700.33
4448,260.38,0.0,107.31,139.3,6.17,946.74,821.28
4449,257.31,163.17,0.0,181.85,0.0,900.53,808.76
4450,227.6,113.71,0.0,135.82,6.15,991.63,752.71
4451,404.67,0.0,0.0,156.87,5.37,988.76,831.61
4452,423.7,0.0,0.0,186.62,0.0,838.67,752.04
4453,401.94,0.0,0.0,181.0,0.0,1018.17,774.0
4454,233.94,0.0,74.27,106.95,7.71,1003.72,998.82
4455,280.26,0.0,111.89,236.07,0.0,950.38,674.72
4456,319.58,0.0,91.67,135.62,7.07,1034.0,822.13
4457,410.74,0.0,0.0,256.55,0.0,997.09,805.5
4458,233.06,142.82,0.0,154.61,0.0,1040.66,905.06
4459,261.78,121.91,0.0,118.69,9.97,1029.44,964.36
4460,411.62,0.0,0.0,252.77,0.0,975.6,757.46
4461,449.48,0.0,0.0,303.81,0.0,783.06,715.98
4462,299.93,0.0,127.34,198.84,0.0,944.13,659.21
4463,315.43,0.0,127.59,233.88,0.0,766.99,757.05
4464,407.27,0.0,0.0,129.99,7.88,951.5,736.26
4465,437.53,0.0,0.0,231.9,0.0,1015.76,764.28
4466,327.06,0.0,0.0,145.35,0.0,930.24,860.09
4467,328.71,0.0,0.0,119.67,5.82,968.07,870.38
4468,449.16,0.0,0.0,218.95,0.0,817.92,754.75
4469,440.35,0.0,0.0,208.54,0.0,949.65,700.73
4470,434.69,0.0,0.0,145.71,9.19,928.5,920.0
4471,236.9,209.98,0.0,276.9,0.0,923.86,736.71
4472,259.82,0.0,72.0,170.06,0.0,1058.19,906.97
4473,265.08,179.05,0.0,142.83,7.01,997.2,772.76
4474,427.88,0.0,0.0,248.68,0.0,904.69,660.41
4475,379.81,0.0,0.0,261.91,0.0,843.02,735.17
4476,155.69,153.78,0.0,166.6,0.0,1040.13,951.15
4477,333.88,0.0,0.0,126.58,8.75,1178.13,845.0
4478,344.86,0.0,104.27,234.51,0.0,961.66,763.28
4479,433.67,0.0,0.0,176.59,0.0,926.16,867.78
4480,295.43,0.0,76.25,130.17,6.19,995.27,812.0
4481,239.29,134.61,0.0,124.22,8.33,1078.79,726.8
4482,353.15,0.0,0.0,124.42,8.97,1022.52,704.88
4483,345.11,0.0,102.78,197.6,0.0,1073.89,772.98
4484,315.99,0.0,0.0,169.39,0.0,1035.3,851.98
4485,263.87,0.0,74.45,108.69,5.5,1057.67,764.7
4486,257.82,174.1,0.0,154.93,7.76,851.35,800.13
4487,272.78,147.04,0.0,160.13,5.86,1048.42,701.32
4488,210.58,107.85,0.0,120.26,6.37,1138.79,913.45
4489,331.28,0.0,0.0,184.15,0.0,1035.79,924.83
4490,329.97,0.0,112.2,199.31,0.0,794.89,775.17
4491,257.04,148.21,0.0,186.42,0.0,907.58,733.11
4492,408.91,0.0,0.0,137.99,6.73,1016.09,693.56
4493,386.44,0.0,0.0,242.05,0.0,931.05,925.57
4494,232.07,169.43,0.0,246.84,0.0,980.97,776.7
4495,273.47,172.98,0.0,308.43,0.0,910.34,635.08
4496,318.2,0.0,0.0,132.52,0.0,1028.46,742.34
4497,305.14,133.48,0.0,227.47,0.0,922.95,789.85
4498,338.4,0.0,105.4,282.34,0.0,989.73,764.6
4499,205.01,135.65,0.0,224.83,0.0,1032.96,892.5
4500,368.71,0.0,0.0,122.76,9.08,1062.34,883.04
4501,324.35,0.0,116.73,199.7,0.0,969.55,679.75
4502,307.05,0.0,125.38,285.79,0.0,920.59,830.11
4503,254.3,113.75,0.0,256.31,0.0,896.29,877.03
4504,263.68,0.0,92.06,232.54,0.0,1006.94,759.91
4505,289.4,0.0,116.03,280.13,0.0,892.5,790.46
4506,410.61,0.0,0.0,197.16,0.0,1057.24,753.6
4507,444.19,0.0,0.0,165.66,6.47,922.79,687.78
4508,433.51,0.0,0.0,283.39,0.0,825.91,821.79
4509,400.66,0.0,0.0,162.16,0.0,999.08,860.79
4510,378.73,0.0,0.0,174.68,0.0,1002.05,698.05
4511,242.77,142.94,0.0,145.58,9.42,884.57,869.0
4512,409.33,0.0,0.0,249.12,0.0,987.68,848.48
4513,395.58,0.0,0.0,156.84,8.59,872.32,789.42
4514,329.53,0.0,0.0,113.05,8.91,1057.69,734.01
4515,410.17,0.0,0.0,147.68,8.94,1021.08,769.53
4516,349.47,0.0,0.0,216.66,0.0,893.1,834.02
4517,403.25,0.0,0.0,173.64,0.0,1072.17,847.16
4518,176.74,170.87,0.0,233.72,0.0,1082.9,735.29
4519,207.36,197.32,0.0,223.21,0.0,943.18,907.07
4520,296.9,151.18,0.0,260.23,0.0,875.1,712.31
4521,247.26,157.71,0.0,253.67,0.0,923.77,733.77
4522,312.39,0.0,117.33,139.46,5.66,1001.01,855.21
4523,321.66,0.0,105.22,274.79,0.0,940.55,725.07
4524,236.19,161.86,0.0,158.52,7.55,974.42,886.52
4525,294.05,0.0,78.42,123.67,7.51,1149.65,777.47
4526,278.98,122.11,0.0,135.26,6.23,1099.13,835.22
4527,208.05,161.85,0.0,218.34,0.0,1046.69,729.3
4528,444.24,0.0,0.0,271.53,0.0,896.11,822.55
4529,414.38,0.0,0.0,217.8,0.0,939.51,819.11
4530,235.95,178.79,0.0,256.23,0.0,848.39,762.76
4531,280.41,130.15,0.0,176.45,0.0,884.42,800.08
4532,273.66,135.58,0.0,270.02,0.0,955.59,697.24
4533,420.19,0.0,0.0,218.06,0.0,986.58,823.04
4534,414.25,0.0,0.0,141.33,8.06,973.4,821.57
4535,309.4,0.0,125.79,144.82,8.43,1031.01,693.68
4536,239.47,195.55,0.0,166.04,6.36,998.89,824.07
